date,BTC,ETH,BNB,XRP,ADA,DOGE,SOL,DOT,AVAX,LINK
2020-04-09,61094.872417,719837.24423,4638418.39,104421253.8,158350204.8,89094012.0,,,,37011877.66
2020-04-10,104674.623375,1314841.362,3999879.14,160752187.0,297588582.1,212989247.0,,,,43621490.6
2020-04-11,45470.293206,621599.61289,3692817.92,100598265.9,169064114.5,76732837.0,,,,30487430.82
2020-04-12,73868.666501,809100.24594,4070517.82,129786730.4,160185105.5,114627907.0,,,,32589266.79
2020-04-13,96415.476573,1042091.03622,4313190.93,158956441.4,235859753.6,185252284.0,,,,29488744.48
2020-04-14,69068.623285,698030.65089,4523071.2,93684121.1,133269260.5,67401911.0,,,,17078827.01
2020-04-15,61571.384994,729119.66505,3795966.9,121466630.1,132455165.6,143735234.0,,,,15635873.11
2020-04-16,125009.857539,1647207.59991,4068049.48,220290862.9,322667204.9,151063706.0,,,,24817961.65
2020-04-17,54126.509763,723537.75591,3150559.17,91976842.0,127554039.6,55401970.0,,,,12689070.26
2020-04-18,49488.542819,1127296.36979,3968019.07,113765553.3,171038904.3,92775767.0,,,,16406819.22
2020-04-19,45664.86393,995759.5775,2962072.6,89989794.3,207612256.7,70450538.0,,,,16350496.02
2020-04-20,90149.49137,1547821.52737,3219905.9,174028243.0,276214656.0,180876115.0,,,,20566086.81
2020-04-21,60109.710808,906381.65398,3137524.29,111773322.9,167833883.3,85730979.0,,,,13887634.41
2020-04-22,61486.377334,988698.39076,3296897.61,93916879.3,130950861.4,72581197.0,,,,11953381.82
2020-04-23,102773.569561,1457867.08713,3457409.45,179113808.3,531657372.7,243115927.0,,,,14233201.39
2020-04-24,60182.119939,780904.21257,3008320.26,113830925.1,503750365.0,75266362.0,,,,7951365.77
2020-04-25,43874.427726,866478.04928,2946839.79,78779257.1,205580959.0,173120551.0,,,,6095069.38
2020-04-26,50522.616209,758525.81533,3314818.91,93225699.4,409361864.3,804586311.0,,,,8246658.13
2020-04-27,65441.339576,896627.37271,2937287.36,104536714.3,477381231.7,475335023.0,,,,11371929.86
2020-04-28,46302.752638,636829.89397,2838511.43,244843302.1,323250547.9,168260399.0,,,,7379317.23
2020-04-29,183546.887514,1620422.72431,3817656.7,292096742.3,514603520.0,354821868.0,,,,15125283.54
2020-04-30,206277.214124,1749691.00151,4127322.51,314088335.1,776031320.1,551825570.0,,,,13545136.02
2020-05-01,91468.815059,794913.95828,3805293.67,160339801.0,348040876.5,220229951.0,,,,8084328.36
2020-05-02,59002.08755,443494.67248,3009939.67,119932182.7,241926532.4,148558121.0,,,,4467234.01
2020-05-03,90126.065643,748383.91311,2616299.53,111226961.6,302715186.4,167590125.0,,,,5570724.79
2020-05-04,84418.512331,1114249.32658,2755883.63,166756745.3,485261752.5,151515338.0,,,,10973722.27
2020-05-05,76480.765342,640644.66268,2613361.65,106925948.7,277355071.7,83336304.0,,,,4730504.58
2020-05-06,105925.30242,862700.67849,2716280.37,131362572.4,263316401.3,180927494.0,,,,5299802.59
2020-05-07,147154.611378,1305778.73764,3030451.51,175859218.0,301296887.8,366483103.0,,,,8481271.59
2020-05-08,100683.7964,917908.1944,2621559.87,133922204.4,338982968.3,259386572.0,,,,7383724.48
2020-05-09,81950.679567,587871.98073,2243643.83,159019230.1,229723152.6,216543474.0,,,,15240721.63
2020-05-10,183865.182028,1473226.05475,2900497.8,310627388.1,632824777.9,321215093.0,,,,19818388.73
2020-05-11,168807.251832,1093299.81927,2726253.27,188926069.2,535212969.0,192928752.0,,,,13273873.62
2020-05-12,86522.780066,669755.79567,3026813.09,120759033.7,371485429.0,107312600.0,,,,7797486.43
2020-05-13,92466.274018,806143.00704,2813530.97,95212470.1,277659878.4,168041623.0,,,,5989489.14
2020-05-14,129565.37747,1114700.24937,2801822.6,123608208.0,275887080.3,315454837.0,,,,7333655.81
2020-05-15,115890.761516,904749.6357,2314685.06,142260472.9,254093483.6,126538135.0,,,,5572562.89
2020-05-16,59587.627862,669900.03754,2730367.35,94327453.0,161901812.7,82487862.0,,,,4045380.2
2020-05-17,68647.764323,708711.89315,2894016.23,85924995.0,132874193.6,103697263.0,,,,3636901.86
2020-05-18,82006.603583,1064139.2485,3116537.96,129797461.7,359909268.8,93527053.0,,,,5744922.71
2020-05-19,78539.760454,643702.98849,3245275.75,99600289.0,294210864.5,90146889.0,,,,3771880.28
2020-05-20,74923.73809,679532.61037,2395316.09,106603358.1,327189992.8,152417725.0,,,,9821300.61
2020-05-21,108928.780969,1003923.4342,2163570.98,119870681.6,410702686.8,205051270.0,,,,10446021.86
2020-05-22,58943.131024,787672.36081,2520655.47,134747810.6,358164957.6,107093984.0,,,,7194944.89
2020-05-23,43526.296966,478559.92006,2303001.13,88342183.6,204914013.2,160030526.0,,,,5867357.07
2020-05-24,70379.86645,673535.05784,2280998.65,88708243.7,246978557.4,160499199.0,,,,6236647.02
2020-05-25,62833.910949,469931.62492,2348512.91,96947010.8,282415963.3,280489252.0,,,,4443996.51
2020-05-26,58299.770138,477176.7353,2007343.82,91454592.2,218137958.8,186936703.0,,,,3774200.83
2020-05-27,68910.355514,494816.72727,2613812.05,99410860.4,270628151.1,176177359.0,,,,3795380.76
2020-05-28,74110.787662,643945.97769,2866468.39,110627844.2,714718749.9,256317241.0,,,,4242354.59
2020-05-29,57374.362961,603058.0759,2599351.65,98632638.4,591929034.2,142622163.0,,,,5243291.12
2020-05-30,55665.27254,1019550.75146,2969818.23,155426836.0,1038874975.1,217499962.0,,,,4734058.34
2020-05-31,48333.786403,821608.68884,2612942.18,180118253.6,1611428374.3,164715811.0,,,,6223457.99
2020-06-01,76649.12696,823816.69936,2989853.06,157851522.0,1059683218.6,291813951.0,,,,8703425.47
2020-06-02,108970.773151,955520.91863,2536257.15,203819088.3,807890970.3,325981114.0,,,,8182461.05
2020-06-03,46252.644939,502928.13371,2650311.14,102410983.8,746675602.9,130101538.0,,,,4215824.76
2020-06-04,57456.100969,669369.3392,2320525.89,126378226.8,876595811.4,326193437.0,,,,3231902.99
2020-06-05,47788.05005,502547.41103,2454899.86,98700901.5,480984869.2,114071897.0,,,,2316069.89
2020-06-06,32752.950893,389423.07798,2105593.92,79279154.8,274342754.6,101549796.0,,,,1377160.26
2020-06-07,57952.848385,571102.55515,1816342.74,93329744.2,470802696.7,132911616.0,,,,2146650.66
2020-06-08,40664.664125,383116.54719,1657535.11,63036054.2,216779869.4,121989865.0,,,,2037163.21
2020-06-09,46024.001289,420327.17133,1631274.58,81665800.9,228581184.8,116938419.0,,,,2296314.26
2020-06-10,47130.762982,431285.61715,1807563.86,75706855.2,447331679.7,113128228.0,,,,2236477.86
2020-06-11,94418.98473,816456.89161,1801896.12,132263967.7,523976380.0,169023974.0,,,,6610463.34
2020-06-12,50119.066932,446515.34124,1932061.47,75546910.5,323950725.0,133287436.0,,,,4837530.74
2020-06-13,27759.784851,253797.7809,2023311.83,63292600.9,161240000.7,93631744.0,,,,1604660.74
2020-06-14,30055.506608,304943.21188,1697344.55,58429094.7,135355914.6,65658290.0,,,,1710213.36
2020-06-15,86107.924707,875026.92057,1521685.21,130419971.5,618344226.0,147058752.0,,,,6850306.11
2020-06-16,52052.446927,499194.66758,1614905.64,76442039.8,292089259.0,219496367.0,,,,3623759.71
2020-06-17,48046.411152,478187.2917,1502697.31,143789678.4,470477521.4,136091681.0,,,,4301280.98
2020-06-18,37381.953765,334347.79917,1382820.87,83020048.8,316838158.3,59137982.0,,,,3348384.08
2020-06-19,45330.983673,397284.59808,1324135.6,101395871.0,273185135.5,84566591.0,,,,2424386.7
2020-06-20,30329.065384,303704.98826,1427210.22,65244804.2,152661332.8,59266072.0,,,,2414698.62
